mode,alpha
8,-0.036291416734457016
9,0.26292872428894043
10,0.18394672870635986
11,0.08045994490385056
12,0.2560443580150604
13,0.008335976861417294
14,-0.10312425345182419
15,0.10426497459411621
16,-0.31534239649772644
17,-0.2469770610332489
18,-0.07449758797883987
19,0.20896507799625397
20,0.00931647326797247
21,0.1365332156419754
22,0.06664641946554184
23,0.09095333516597748
24,0.022344302386045456
25,-0.09361293911933899
26,0.14041869342327118
27,0.17655295133590698
28,-0.07046815752983093
29,0.07363143563270569
30,-0.07255659997463226
31,0.014792511239647865
32,0.05300828069448471
33,0.12300247699022293
34,-0.008446039631962776
35,-0.136270672082901
36,0.022473355755209923
37,0.14126715064048767
38,-0.06265528500080109
39,0.006846063304692507
40,0.13682761788368225
41,-0.10958104580640793
42,0.036573633551597595
43,-0.20627404749393463
44,0.0035430833231657743
45,-0.038496069610118866
46,0.21473008394241333
47,0.1828135848045349
48,0.3322417140007019
49,0.10903310030698776
50,-0.05929546430706978
51,-0.14100387692451477
52,0.03448706120252609
53,0.07737661153078079
54,0.07589449733495712
55,-0.01982838474214077
56,0.021903065964579582
57,-0.07251342386007309
58,-0.27806198596954346
59,0.1021951213479042
60,-0.1258273720741272
