mode,scale_real,scale_imag,scale_abs,scale_phase_deg
8,0.9956854581832886,-0.0010683364234864712,0.9956860542297363,-0.06147638335824013
9,0.988261342048645,0.0045870766043663025,0.9882720112800598,0.26594001054763794
10,0.9937835335731506,0.024671776220202446,0.9940897226333618,1.4221389293670654
11,0.7913999557495117,0.09772925078868866,0.7974113821983337,7.039762496948242
12,1.0725691318511963,-0.08460081368684769,1.0759004354476929,-4.509969711303711
13,1.100883960723877,-0.05339685454964638,1.1021782159805298,-2.776876211166382
14,0.9520821571350098,-0.01822914183139801,0.9522566795349121,-1.0968856811523438
15,0.9808441996574402,-0.004602521657943726,0.9808549880981445,-0.26885321736335754
16,0.998968780040741,-0.00510519789531827,0.9989818334579468,-0.29280567169189453
17,0.9433106780052185,-0.011915897950530052,0.9433859586715698,-0.7237215638160706
18,1.0077511072158813,-0.030382195487618446,1.008208990097046,-1.726859211921692
19,0.9588284492492676,-0.23587745428085327,0.9874159097671509,-13.820657730102539
20,1.4816869497299194,0.3771747350692749,1.5289398431777954,14.281750679016113
21,0.8413239121437073,0.00715458020567894,0.8413543105125427,0.4872289001941681
22,0.858506977558136,0.015596206299960613,0.8586486577987671,1.0407586097717285
23,1.0013006925582886,0.0036345534026622772,1.0013072490692139,0.20797313749790192
24,0.9971643090248108,-0.004341733641922474,0.9971737861633301,-0.2494688630104065
25,1.0101956129074097,-0.005327165592461824,1.0102096796035767,-0.3021407425403595
26,0.991671085357666,0.0012568397214636207,0.9916718602180481,0.07261638343334198
27,1.0003762245178223,0.0015110220992937684,1.0003774166107178,0.08654256165027618
28,0.9946714043617249,0.0008198369177989662,0.9946717619895935,0.047224823385477066
29,0.9470105767250061,-0.0014918645611032844,0.9470117688179016,-0.09026031196117401
30,0.9761696457862854,-0.002386921551078558,0.9761725664138794,-0.14009885489940643
31,0.979759931564331,0.0005970030324533582,0.9797601103782654,0.03491237759590149
32,0.9841188788414001,0.0038994369097054005,0.984126627445221,0.22702552378177643
33,0.9844911098480225,0.005093590822070837,0.9845042824745178,0.29643604159355164
34,0.9900704026222229,0.005438595544546843,0.9900853633880615,0.31473055481910706
35,0.9545376896858215,0.02930748090147972,0.9549875259399414,1.7586183547973633
36,0.9773402214050293,0.02076834812760353,0.9775608777999878,1.2173442840576172
37,1.2092922925949097,-0.294192910194397,1.244563102722168,-13.673129081726074
38,0.9608690738677979,0.15794254839420319,0.9737634062767029,9.334502220153809
39,0.9928640723228455,0.007319096941500902,0.9928910732269287,0.4223596751689911
40,0.9789165258407593,0.02626173011958599,0.9792687296867371,1.5367249250411987
41,0.9913281798362732,0.007680960930883884,0.9913579225540161,0.44392746686935425
42,0.9962363243103027,0.005067463032901287,0.9962491989135742,0.29143860936164856
43,0.9994884133338928,-0.00019768302445299923,0.9994884133338928,-0.011332199908792973
44,1.0003094673156738,0.0002433315385133028,1.0003094673156738,0.013937555253505707
45,0.9996883273124695,0.0005989861092530191,0.9996885061264038,0.03433007001876831
46,0.9996969103813171,0.00042508667684160173,0.9996970295906067,0.02436305396258831
47,0.9995715022087097,0.0003359915572218597,0.9995715618133545,0.019259149208664894
48,1.0019116401672363,0.0006845320458523929,1.0019118785858154,0.03914595767855644
49,0.9999757409095764,2.850308555935044e-05,0.9999757409095764,0.0016331459628418088
50,1.0000132322311401,0.00010428312816657126,1.0000132322311401,0.005974903702735901
51,1.0006794929504395,0.0016587431309744716,1.000680923461914,0.09497435390949249
52,0.9884141683578491,-0.0021392651833593845,0.9884164929389954,-0.12400740385055542
53,1.0011627674102783,0.000548879208508879,1.0011628866195679,0.03141193091869354
54,0.9959269762039185,-0.0009135243599303067,0.9959273934364319,-0.052555132657289505
55,0.9993478059768677,0.000550120952539146,0.999347984790802,0.031540174037218094
56,0.9984572529792786,-0.0005670589744113386,0.9984574317932129,-0.03254028409719467
57,0.9970569610595703,-0.0005244403146207333,0.9970570802688599,-0.03013690747320652
58,0.9994406700134277,3.465444251560257e-06,0.9994406700134277,0.00019866644288413227
59,1.000048041343689,0.00013924858649261296,1.000048041343689,0.007977972738444805
60,1.000017762184143,5.3445070079760626e-05,1.000017762184143,0.003062122268602252
