mode,alpha
8,0.15276731550693512
9,-0.06985312700271606
10,-0.1602739840745926
11,-0.2002544105052948
12,-0.02070302702486515
13,0.11695265769958496
14,0.06197142228484154
15,-0.11612718552350998
16,0.10069496929645538
17,0.25247660279273987
18,-0.035926468670368195
19,-0.17131072282791138
20,0.12620101869106293
21,0.13125790655612946
22,-0.13325633108615875
23,0.4416411519050598
24,0.0805874690413475
25,0.030707133933901787
26,-0.0995151549577713
27,-0.11462228000164032
28,-0.1450520157814026
29,0.0045537883415818214
30,0.286433607339859
31,-0.0378035269677639
32,-0.03425018489360809
33,-0.01371847279369831
34,0.20772530138492584
35,-0.1873047947883606
36,0.03848634660243988
37,-0.17616862058639526
38,0.05731749162077904
39,0.15738962590694427
40,-0.009055420756340027
41,-0.14342620968818665
42,-0.0551627017557621
43,0.12939877808094025
44,0.005750931799411774
45,-0.06301233172416687
46,0.15504829585552216
47,0.14695636928081512
48,0.08233993500471115
49,0.149387389421463
50,-0.025368591770529747
51,-0.13258209824562073
52,-0.09305685758590698
53,-0.17405158281326294
54,-0.16375279426574707
55,0.09038088470697403
56,-0.08090164512395859
57,0.021697664633393288
58,-0.05341288447380066
59,-0.03814617544412613
60,-0.1619863361120224
