mode,alpha
8,0.041408151388168335
9,0.17982013523578644
10,-0.05944749712944031
11,-0.27313289046287537
12,-0.0338662713766098
13,0.06515608727931976
14,0.08245609700679779
15,0.31153276562690735
16,0.0799969807267189
17,0.1472180038690567
18,0.039505328983068466
19,-0.08378312736749649
20,-0.134215846657753
21,-0.1297648847103119
22,-0.014561939053237438
23,0.07559296488761902
24,0.2966265380382538
25,-0.007412218023091555
26,0.02691572718322277
27,-0.04117551073431969
28,-0.2538963258266449
29,0.07959672063589096
30,0.26584890484809875
31,0.06323714554309845
32,0.039774417877197266
33,-0.08777665346860886
34,0.2631259560585022
35,-0.26246365904808044
36,-0.10878809541463852
37,-0.02238205075263977
38,-0.01483957190066576
39,-0.15711775422096252
40,0.2748609185218811
41,-0.11474574357271194
42,0.0315830297768116
43,0.0009472924866713583
44,0.0127711808308959
45,-0.09532693028450012
46,0.04455040022730827
47,0.07962726801633835
48,0.11083162575960159
49,0.07438041269779205
50,-0.020184576511383057
51,-0.22390395402908325
52,-0.08014896512031555
53,-0.17022299766540527
54,-0.058011494576931
55,0.06335220485925674
56,-0.07685748487710953
57,-0.05453769117593765
58,-0.21861086785793304
59,0.053760651499032974
60,-0.050647638738155365
