mode,alpha
8,-0.35018742084503174
9,0.24758067727088928
10,0.3126062750816345
11,0.019039468839764595
12,0.015945443883538246
13,0.0834989845752716
14,-0.1132579892873764
15,0.05220087617635727
16,-0.01205346081405878
17,-0.07637730985879898
18,-0.06713634729385376
19,-0.08877579122781754
20,0.06071736291050911
21,0.20021188259124756
22,0.20111587643623352
23,0.08005164563655853
24,0.34145304560661316
25,0.10196355730295181
26,-0.05829058587551117
27,0.006468229927122593
28,-0.06322738528251648
29,0.14407770335674286
30,0.11893957108259201
31,-0.04024162515997887
32,0.054429925978183746
33,0.059648774564266205
34,-0.024420147761702538
35,0.09114078432321548
36,-0.14851756393909454
37,-0.28174588084220886
38,0.16458390653133392
39,-0.03123422898352146
40,-0.06515546888113022
41,-0.06713491678237915
42,-0.038472164422273636
43,0.07759056240320206
44,-0.09416127949953079
45,0.04522718861699104
46,-0.039019875228405
47,-0.059590429067611694
48,-0.3765650689601898
49,-0.09844661504030228
50,0.12277711927890778
51,0.07649702578783035
52,-0.06211516633629799
53,0.0815422311425209
54,0.03948796167969704
55,-0.09013879299163818
56,-0.009379684925079346
57,0.008278364315629005
58,0.19272811710834503
59,0.08945155888795853
60,0.013765941374003887
