mode,alpha
8,0.13377928733825684
9,0.2364928275346756
10,-0.0674002394080162
11,0.08135852962732315
12,-0.46969133615493774
13,-0.011960982345044613
14,-0.03529403358697891
15,0.199586883187294
16,-0.06706523895263672
17,0.016370758414268494
18,-0.03334337845444679
19,-0.009770603850483894
20,-0.23276595771312714
21,0.3218560218811035
22,0.02290455438196659
23,0.2182951271533966
24,0.012184901162981987
25,-0.007419844623655081
26,-0.1428469866514206
27,-0.0031206842977553606
28,0.18156187236309052
29,0.12241042405366898
30,-0.03776700422167778
31,-0.20373187959194183
32,0.10649248957633972
33,0.401336133480072
34,0.04029493033885956
35,-0.05002357065677643
36,0.040564145892858505
37,0.07803309708833694
38,0.00552492868155241
39,-0.026814164593815804
40,0.05087628960609436
41,-0.10249055922031403
42,0.02133302204310894
43,-0.10358266532421112
44,-0.017645949497818947
45,-0.08049905300140381
46,0.013444356620311737
47,0.042758092284202576
48,0.05217953398823738
49,-0.08787234127521515
50,0.08710582554340363
51,0.04896968603134155
52,0.2754569351673126
53,0.015839165076613426
54,0.01752808503806591
55,-0.06197361648082733
56,0.04199174419045448
57,-0.0023458588402718306
58,0.003391180420294404
59,0.09261748194694519
60,-0.024366065859794617
