mode,alpha
8,-0.07858934998512268
9,-0.10587012022733688
10,-0.19463931024074554
11,-0.08618570864200592
12,-0.001561616430990398
13,0.3077448010444641
14,-0.031525250524282455
15,0.1002030000090599
16,0.19257530570030212
17,0.12770752608776093
18,0.07769523561000824
19,0.02946874499320984
20,-0.08285761624574661
21,-0.09472605586051941
22,0.011168758384883404
23,0.05404335632920265
24,0.033016350120306015
25,0.03275415301322937
26,0.1433146446943283
27,-0.1461103856563568
28,0.037541020661592484
29,0.061231233179569244
30,0.02250629849731922
31,-0.11866298317909241
32,-0.05940474942326546
33,-0.017570320516824722
34,0.33192408084869385
35,0.03774997219443321
36,0.3429413139820099
37,-0.34747251868247986
38,0.13730338215827942
39,0.17585597932338715
40,0.15734326839447021
41,-0.055176686495542526
42,0.06801588833332062
43,0.15799273550510406
44,-0.06330081075429916
45,0.15823043882846832
46,0.0780339241027832
47,0.19135849177837372
48,-0.17260633409023285
49,0.16269710659980774
50,0.1506062000989914
51,-0.04945331811904907
52,-0.02856137789785862
53,-0.062275372445583344
54,-0.04131931811571121
55,-0.09402719885110855
56,0.01292362343519926
57,-0.0835956260561943
58,-0.08188753575086594
59,-0.1920759528875351
60,-0.09215062856674194
