mode,alpha
8,-0.173246368765831
9,0.17148305475711823
10,0.28485703468322754
11,-0.06250335276126862
12,0.057210639119148254
13,0.10526866465806961
14,-0.06668061763048172
15,0.05033375322818756
16,0.04933665320277214
17,0.10711269825696945
18,0.07526927441358566
19,0.14756768941879272
20,-0.009736613370478153
21,0.09276389330625534
22,0.0734797939658165
23,0.18550486862659454
24,0.1807568222284317
25,0.191316157579422
26,-0.17218516767024994
27,0.1272398829460144
28,0.07435620576143265
29,-0.00018208828987553716
30,0.11420923471450806
31,-0.05223747342824936
32,0.1286710798740387
33,-0.048091914504766464
34,-0.1067560464143753
35,0.3739592134952545
36,0.09821435064077377
37,-0.10666264593601227
38,0.347774863243103
39,-0.14985443651676178
40,-0.04348225146532059
41,0.043182291090488434
42,0.09273352473974228
43,-0.010847456753253937
44,-0.20717372000217438
45,-0.08083619177341461
46,0.12336025387048721
47,0.14344283938407898
48,-0.11179402470588684
49,0.07146801054477692
50,0.1913972645998001
51,0.112774558365345
52,0.0017600312130525708
53,0.045155253261327744
54,0.06926523894071579
55,-0.00041182272252626717
56,0.273971825838089
57,0.12310914695262909
58,-0.06762290745973587
59,0.08196540176868439
60,0.018886815756559372
