3.016595,-3.542910,2.543439,2.492722,2.656250,2.898457,3.130085,3.086874,-0.376205,-0.501437,-0.467674,-0.309616,3.066864,-0.114513,-0.453641
-0.304811,-0.491587,2.489657,2.462947,2.643729,2.845127,3.057778,-0.082015,-0.245996,-0.311876,-0.279027,-0.230845,-0.128658,3.005280,-0.418704
-0.364689,2.641675,2.565218,2.596494,2.750669,2.906841,6.272506,-0.094824,-0.240054,-0.284770,2.853467,-0.240401,-0.254912,-0.270271,2.731993
5.728261,2.590371,2.667451,2.852918,3.053855,3.134297,3.200861,-0.043157,-0.221485,-0.248617,2.792426,-0.300985,-0.307832,-0.473133,-0.565931
-0.879169,2.412639,2.617544,3.028839,3.403045,3.417209,3.158980,2.896316,5.968171,-0.369982,2.618359,2.784970,-3.270894,-0.138989,2.969151
-1.201318,2.075999,2.256565,2.722031,3.201266,3.078985,2.930980,2.792707,-3.849229,5.544427,2.091528,-4.856012,0.867463,0.539984,-3.015089
1.688392,1.808297,1.908067,2.027731,2.035117,2.080007,2.083397,1.707131,-4.230423,5.228410,1.833987,-1.599734,1.492617,1.168617,4.042478
1.355968,1.701783,1.833623,1.773591,1.559063,1.482734,1.420236,1.574038,-1.141342,-1.528955,1.542895,1.588978,1.786856,-1.457989,4.575175
1.206137,1.683889,1.838982,1.727531,1.325016,1.080902,1.151768,1.367901,-1.620442,-2.057116,1.127735,1.511552,1.779689,1.801960,1.715837
1.417135,1.650285,1.763755,1.701222,4.591643,4.558235,4.322579,3.532166,3.136463,3.572526,0.694183,1.430643,1.792721,1.855963,1.953727
-1.621793,1.527275,1.535521,4.733823,4.876493,2.260824,2.814292,3.069965,3.163326,3.578273,0.589825,1.479764,1.944642,2.126447,2.203317
1.617580,1.329144,1.241050,1.480504,1.947878,2.305576,2.526392,2.829199,3.267224,3.422777,2.728112,2.174877,2.246328,2.413790,2.443893
1.549224,1.198465,1.093161,4.492817,2.205906,2.384971,2.574787,2.825734,3.125667,3.189997,2.756385,2.339352,2.287395,2.395475,-0.728281
4.583637,4.291561,4.032865,3.772875,-0.302868,5.711717,-0.504432,-0.213038,-0.165548,3.021241,5.972511,5.593991,5.473261,-0.779704,-0.790459
1.457286,-1.929432,3.884635,3.398838,3.325849,3.310735,0.087657,0.204848,-0.020781,-0.071074,6.052366,5.587330,5.492579,-0.799475,2.112853
