mode,alpha
8,-0.341160386800766
9,-0.20735806226730347
10,-0.4438076317310333
11,0.11243660002946854
12,0.048023521900177
13,-0.5057503581047058
14,-0.520313560962677
15,-0.1292765587568283
16,-0.03642702475190163
17,-0.24040965735912323
18,-0.04978221282362938
19,-0.07835614681243896
20,-0.13317331671714783
