mode,alpha
8,-0.24970857799053192
9,0.10943902283906937
10,0.3606923222541809
11,-0.1769966334104538
12,0.022590968757867813
13,0.07601623237133026
14,-0.16594494879245758
15,0.0004300514701753855
16,0.1263066530227661
17,-0.09874740242958069
18,-0.004599583800882101
19,-0.019464723765850067
20,-0.09674354642629623
21,0.09200810641050339
22,-0.026767121627926826
23,0.2703210711479187
24,0.07223442941904068
25,-0.2777334451675415
26,-0.2657756209373474
27,0.12478365749120712
28,0.05551242083311081
29,-0.0025431523099541664
30,0.0630628913640976
31,-0.018278857693076134
32,-0.006866199895739555
33,-0.13487590849399567
34,-0.057039689272642136
35,0.22949665784835815
36,0.20968295633792877
37,-0.11470747739076614
38,0.002343060914427042
39,0.014275242574512959
40,-0.12957477569580078
41,-0.10280526429414749
42,-0.20142622292041779
43,-0.13865335285663605
44,-0.2038346529006958
45,0.06091326102614403
46,0.011023461818695068
47,0.09393299371004105
48,-0.13944149017333984
49,0.0439038947224617
50,0.1042863205075264
51,0.06150200963020325
52,-0.20148836076259613
53,0.1354479342699051
54,-0.010938717052340508
55,0.048650190234184265
56,0.07103605568408966
57,0.18534541130065918
58,0.0947161465883255
59,-0.038788843899965286
60,-0.1286325752735138
