mode,alpha
8,0.042241714894771576
9,0.1744588315486908
10,-0.07562119513750076
11,-0.2856317162513733
12,-0.026333196088671684
13,0.07447940111160278
14,0.06300757080316544
15,0.32905834913253784
16,0.0805775374174118
17,0.13992969691753387
18,0.0007973788888193667
19,-0.08039464801549911
20,-0.11377651989459991
21,-0.137681245803833
22,-0.03139984980225563
23,0.09483271092176437
24,0.3110257387161255
25,-0.013498968444764614
26,0.04239291325211525
27,-0.04621776565909386
28,-0.24663366377353668
29,0.04986323043704033
30,0.28618136048316956
31,0.03367510437965393
32,0.02533707767724991
33,-0.08174315840005875
34,0.28100425004959106
35,-0.2640935778617859
36,-0.12053243815898895
37,-0.019873589277267456
38,-0.0062164608389139175
39,-0.1771879941225052
40,0.2385827749967575
41,-0.09785009920597076
42,0.007855737581849098
43,0.009163846261799335
44,0.011615593917667866
45,-0.10043105483055115
46,0.08394583314657211
47,0.08588272333145142
48,0.07479577511548996
49,0.0783863291144371
50,-0.0021954081021249294
51,-0.20638419687747955
52,-0.04888962209224701
53,-0.17300450801849365
54,-0.049116481095552444
55,0.06708112359046936
56,-0.060385122895240784
57,-0.07391756772994995
58,-0.1951393038034439
59,0.059701841324567795
60,-0.04864758998155594
