mode,alpha
8,0.3925439417362213
9,0.24299120903015137
10,-0.010647835209965706
11,0.03361450508236885
12,0.15581347048282623
13,0.08765995502471924
14,-0.2348029762506485
15,0.1201997920870781
16,-0.015586175955832005
17,-0.04151583090424538
18,0.007321123965084553
19,0.06298366189002991
20,-0.31851381063461304
21,0.08973120898008347
22,-0.15584790706634521
23,0.20769579708576202
24,0.022166309878230095
25,0.028441209346055984
26,-0.005936407018452883
27,0.13215181231498718
28,-0.0002930863411165774
29,0.24706614017486572
30,-0.1493576169013977
31,0.056552108377218246
32,0.08401799947023392
33,0.3675154447555542
34,0.08465417474508286
35,-0.14903941750526428
36,-0.032598480582237244
37,-0.025315243750810623
38,0.05854091793298721
39,0.029103368520736694
40,0.22029060125350952
41,-0.008673400618135929
42,0.13794302940368652
43,-0.1006324291229248
44,-0.08172651380300522
45,0.03572547808289528
46,0.09502967447042465
47,0.01199208665639162
48,0.0165299903601408
49,0.022562475875020027
50,-0.1856399029493332
51,0.07370682060718536
52,0.21288588643074036
53,0.08131377398967743
54,0.07619205862283707
55,-0.015798555687069893
56,-0.04215305298566818
57,-0.028657112270593643
58,-0.02110721543431282
59,0.13209398090839386
60,-0.06547722965478897
