name,value_mm
h0101,0.887
h0102,0.600
h0103,0.600
h0104,0.816
h0105,1.161
h0106,0.971
h0107,1.133
h0108,1.000
h0109,1.245
h0110,1.461
h0111,1.364
h0112,1.148
h0113,0.600
h0114,0.600
h0115,0.600
h0201,0.600
h0202,0.600
h0203,0.600
h0204,0.685
h0205,0.600
h0206,1.244
h0207,1.485
h0208,0.600
h0209,1.534
h0210,1.162
h0211,1.240
h0212,0.600
h0213,0.600
h0214,0.600
h0215,0.600
h0301,0.600
h0302,0.600
h0303,0.975
h0304,0.958
h0305,0.600
h0306,0.778
h0307,0.600
h0308,1.537
h0309,1.137
h0310,1.396
h0311,1.568
h0312,0.600
h0313,0.600
h0314,0.600
h0315,0.600
h0401,0.600
h0402,1.255
h0403,1.129
h0404,0.600
h0405,0.600
h0406,0.720
h0407,1.006
h0408,1.374
h0409,0.600
h0410,1.000
h0411,0.600
h0412,0.600
h0413,1.081
h0414,0.741
h0415,1.552
h0501,1.074
h0502,1.137
h0503,1.061
h0504,0.600
h0505,1.483
h0506,1.638
h0507,2.000
h0508,1.141
h0509,1.360
h0510,1.000
h0511,0.600
h0512,1.206
h0513,1.140
h0514,0.935
h0515,1.276
h0601,2.000
h0602,1.487
h0603,0.600
h0604,1.035
h0605,2.000
h0606,1.737
h0607,2.000
h0608,1.834
h0609,2.000
h0610,1.328
h0611,1.523
h0612,1.568
h0613,0.657
h0614,1.019
h0615,1.822
h0701,1.916
h0702,1.052
h0703,0.797
h0704,1.000
h0705,1.958
h0706,1.662
h0707,1.599
h0708,2.000
h0709,2.000
h0710,1.043
h0711,1.512
h0712,1.184
h0713,0.643
h0714,0.600
h0715,1.145
h0801,1.975
h0802,1.300
h0803,1.023
h0804,1.300
h0805,2.000
h0806,1.001
h0807,1.800
h0808,2.000
h0809,1.032
h0810,2.000
h0811,1.637
h0812,1.343
h0813,1.362
h0814,1.593
h0815,1.837
h0901,1.141
h0902,0.988
h0903,1.010
h0904,0.600
h0905,1.356
h0906,1.005
h0907,2.000
h0908,2.000
h0909,1.964
h0910,1.562
h0911,1.400
h0912,0.706
h0913,1.064
h0914,1.801
h0915,0.838
h1001,0.600
h1002,0.991
h1003,1.300
h1004,1.029
h1005,2.000
h1006,2.000
h1007,1.773
h1008,1.400
h1009,2.000
h1010,2.000
h1011,2.000
h1012,1.448
h1013,1.013
h1014,1.861
h1015,1.392
h1101,1.592
h1102,1.664
h1103,2.000
h1104,2.000
h1105,1.914
h1106,2.000
h1107,1.159
h1108,0.798
h1109,1.300
h1110,2.000
h1111,2.000
h1112,1.486
h1113,2.000
h1114,2.000
h1115,1.957
h1201,1.670
h1202,1.913
h1203,1.564
h1204,2.000
h1205,1.638
h1206,2.000
h1207,1.012
h1208,0.600
h1209,0.600
h1210,1.598
h1211,2.000
h1212,2.000
h1213,2.000
h1214,2.000
h1215,1.181
h1301,1.325
h1302,1.542
h1303,2.000
h1304,1.400
h1305,0.987
h1306,1.016
h1307,0.830
h1308,1.065
h1309,1.011
h1310,2.000
h1311,2.000
h1312,2.000
h1313,1.203
h1314,1.590
h1315,0.600
h1401,1.594
h1402,1.134
h1403,1.573
h1404,0.600
h1405,0.600
h1406,0.600
h1407,1.303
h1408,2.000
h1409,1.574
h1410,1.523
h1411,1.938
h1412,1.755
h1413,1.465
h1414,1.184
h1415,0.947
h1501,0.600
h1502,0.963
h1503,1.746
h1504,1.477
h1505,1.135
h1506,0.645
h1507,0.865
h1508,1.642
h1509,1.333
h1510,2.000
h1511,1.357
h1512,1.168
h1513,0.898
h1514,1.394
h1515,0.600
