46.627,46.136,73.266,71.838,46.595,43.935,50.616,46.445,36.027,29.225,29.272,22.970,11.663,10.949,40.348
63.359,62.352,63.492,52.078,43.067,47.430,58.230,54.562,39.276,25.733,20.293,17.170,9.274,5.393,3.900
78.184,72.919,64.600,50.555,42.902,50.283,63.964,61.037,30.651,11.804,11.539,11.043,8.473,1.058,1.361
91.177,82.726,73.305,59.479,54.138,64.433,78.745,74.116,43.188,178.613,7.790,7.447,6.927,2.049,2.328
96.337,88.511,79.956,70.395,71.821,88.543,100.683,91.694,97.990,120.056,5.377,177.982,175.684,173.416,172.123
77.257,80.481,82.445,72.790,79.565,98.777,101.861,98.263,105.917,113.215,136.268,156.272,160.670,157.216,161.870
65.702,67.374,75.984,69.588,80.766,95.136,97.764,130.850,119.481,107.110,124.583,162.310,154.496,152.856,150.282
63.342,65.097,73.296,72.797,88.637,99.695,121.309,173.042,16.070,29.091,22.441,8.669,156.283,139.517,133.773
75.471,75.256,81.976,98.576,114.076,113.301,117.537,175.860,7.081,6.739,44.252,50.481,90.168,102.065,103.945
77.357,82.121,93.942,121.082,133.672,134.352,127.599,134.932,134.736,118.565,85.177,85.190,90.771,87.087,85.192
74.812,83.577,101.093,129.215,138.171,135.980,124.169,121.385,122.144,134.214,122.777,101.447,88.534,74.795,70.489
66.945,85.279,106.320,127.919,137.243,135.632,124.851,119.687,125.565,133.909,124.469,102.635,83.849,63.992,59.341
74.029,86.639,104.704,119.104,127.103,125.728,117.051,117.571,119.569,121.897,113.675,101.207,83.076,59.422,49.423
81.438,82.397,92.805,99.917,106.833,106.935,106.844,108.792,111.131,111.321,107.487,100.820,90.517,57.910,46.025
87.231,75.826,71.777,65.984,68.040,87.682,94.600,99.446,104.475,107.516,112.302,116.227,117.081,55.538,43.144
