0.600000,1.493902,1.054267,1.037574,0.600000,0.890439,0.600000,0.713087,0.600000,1.016460,1.404901,1.227431,0.600000,0.600000,0.600000
1.202936,2.000000,1.293173,0.620844,0.640990,1.123617,0.600000,0.600000,1.553849,0.600000,1.578163,1.344338,1.493477,0.600000,0.600000
1.005381,2.000000,1.105588,1.516227,0.600000,1.604938,0.600000,0.600000,1.667023,1.592815,1.321160,0.945702,0.804534,0.600000,1.548442
0.600000,1.299136,2.000000,1.712007,1.601693,1.575477,0.600000,0.600000,1.269609,1.989944,2.000000,1.221015,1.467317,0.600000,0.600000
1.005513,0.600000,1.126503,1.598626,1.629665,1.566966,1.227969,1.239138,2.000000,1.351428,1.565539,1.468080,0.600000,0.600000,1.077862
1.285264,0.600000,0.600000,0.600000,1.294978,1.261570,0.670876,1.338025,1.586700,1.347221,0.600000,1.270327,1.494055,0.600000,1.162933
0.684741,0.600000,0.600000,1.420906,0.600000,1.258752,1.034252,1.154943,2.000000,1.530476,0.600000,0.600000,0.600000,0.683599,0.720194
0.715729,0.600000,0.600000,0.600000,0.600000,1.543621,2.000000,2.000000,1.775290,0.889958,0.600000,0.600000,0.600000,0.789667,1.461849
0.600000,0.600000,0.600000,0.600000,0.600000,1.598815,2.000000,2.000000,2.000000,1.452221,0.600000,0.600000,1.367117,0.600000,1.430597
0.600400,0.600000,2.000000,1.429943,2.000000,2.000000,2.000000,1.538176,0.600000,0.600000,0.775488,1.032317,0.600000,0.665582,0.600000
0.600000,1.062323,1.535874,2.000000,2.000000,1.622185,1.277525,0.600000,1.379467,1.349360,1.167246,0.600000,1.005334,0.888847,1.311267
1.261364,0.600000,2.000000,2.000000,1.912039,2.000000,1.591122,0.627323,1.079177,0.600000,0.633650,1.090166,1.729468,1.273008,0.600000
1.045218,2.000000,2.000000,2.000000,2.000000,1.721018,1.598280,0.600000,1.040970,1.578584,1.258476,2.000000,2.000000,1.489868,0.656612
0.600000,1.154204,0.600000,1.560039,2.000000,1.609686,0.600000,0.600000,1.507109,0.876790,1.539528,1.588844,1.822199,2.000000,1.525728
0.968874,1.396727,0.769353,1.727548,2.000000,2.000000,1.467655,0.600000,0.600000,1.061602,1.448172,0.723728,1.024423,1.025681,0.842316
