name,value_mm
h0101,1.998
h0102,1.999
h0103,1.999
h0104,1.999
h0105,1.998
h0106,1.993
h0107,1.999
h0108,1.991
h0109,1.988
h0110,1.992
h0111,1.973
h0112,1.984
h0113,1.995
h0114,1.746
h0115,1.400
h0201,1.891
h0202,1.979
h0203,1.987
h0204,1.688
h0205,2.000
h0206,1.999
h0207,1.997
h0208,1.988
h0209,1.986
h0210,1.990
h0211,1.993
h0212,1.995
h0213,1.788
h0214,1.221
h0215,0.992
h0301,1.988
h0302,1.830
h0303,1.954
h0304,1.998
h0305,2.000
h0306,1.999
h0307,1.997
h0308,1.990
h0309,1.800
h0310,1.997
h0311,1.998
h0312,1.993
h0313,1.989
h0314,1.999
h0315,1.456
h0401,1.998
h0402,1.612
h0403,1.960
h0404,2.000
h0405,2.000
h0406,1.999
h0407,1.987
h0408,0.994
h0409,0.951
h0410,1.888
h0411,1.984
h0412,1.987
h0413,1.990
h0414,1.999
h0415,1.807
h0501,1.999
h0502,1.474
h0503,1.984
h0504,2.000
h0505,2.000
h0506,2.000
h0507,1.950
h0508,1.443
h0509,1.591
h0510,1.981
h0511,1.984
h0512,1.080
h0513,1.035
h0514,1.994
h0515,1.980
h0601,2.000
h0602,1.547
h0603,1.990
h0604,2.000
h0605,2.000
h0606,2.000
h0607,2.000
h0608,1.671
h0609,1.400
h0610,1.986
h0611,0.987
h0612,0.609
h0613,0.851
h0614,1.848
h0615,1.999
h0701,2.000
h0702,1.645
h0703,1.991
h0704,1.996
h0705,1.970
h0706,2.000
h0707,1.949
h0708,1.400
h0709,0.727
h0710,1.516
h0711,0.991
h0712,1.019
h0713,0.992
h0714,1.992
h0715,1.999
h0801,2.000
h0802,1.642
h0803,1.994
h0804,1.798
h0805,1.944
h0806,1.946
h0807,1.829
h0808,2.000
h0809,1.300
h0810,1.808
h0811,1.960
h0812,1.999
h0813,1.978
h0814,1.992
h0815,1.999
h0901,1.999
h0902,1.531
h0903,1.990
h0904,1.801
h0905,1.955
h0906,2.000
h0907,2.000
h0908,1.400
h0909,1.300
h0910,1.736
h0911,1.934
h0912,1.999
h0913,1.953
h0914,1.992
h0915,1.992
h1001,1.892
h1002,1.158
h1003,1.987
h1004,1.997
h1005,1.980
h1006,2.000
h1007,2.000
h1008,1.736
h1009,1.800
h1010,1.994
h1011,1.067
h1012,1.649
h1013,1.624
h1014,1.993
h1015,1.995
h1101,1.999
h1102,1.026
h1103,1.982
h1104,2.000
h1105,2.000
h1106,2.000
h1107,1.989
h1108,1.734
h1109,1.704
h1110,1.985
h1111,1.991
h1112,1.001
h1113,1.941
h1114,1.992
h1115,1.983
h1201,1.998
h1202,1.013
h1203,1.980
h1204,2.000
h1205,1.999
h1206,1.999
h1207,1.993
h1208,1.394
h1209,1.800
h1210,1.983
h1211,1.993
h1212,1.995
h1213,1.992
h1214,1.995
h1215,1.628
h1301,1.994
h1302,1.774
h1303,1.970
h1304,1.998
h1305,1.999
h1306,2.000
h1307,1.999
h1308,1.972
h1309,1.771
h1310,1.998
h1311,1.999
h1312,1.997
h1313,1.996
h1314,1.998
h1315,1.358
h1401,1.783
h1402,1.995
h1403,1.994
h1404,1.993
h1405,1.999
h1406,2.000
h1407,1.999
h1408,1.995
h1409,1.996
h1410,1.994
h1411,1.996
h1412,1.996
h1413,1.524
h1414,1.941
h1415,1.029
h1501,2.000
h1502,1.999
h1503,1.999
h1504,1.999
h1505,1.998
h1506,1.999
h1507,1.999
h1508,1.999
h1509,1.998
h1510,1.962
h1511,1.974
h1512,1.980
h1513,1.978
h1514,1.996
h1515,1.872
