name,value_mm
h0101,0.830
h0102,0.649
h0103,1.048
h0104,1.869
h0105,1.468
h0106,1.038
h0107,1.526
h0108,1.478
h0109,0.867
h0110,1.329
h0111,1.095
h0112,0.902
h0113,0.867
h0114,0.817
h0115,0.600
h0201,0.600
h0202,0.600
h0203,0.600
h0204,1.291
h0205,1.329
h0206,0.600
h0207,1.303
h0208,1.296
h0209,1.300
h0210,0.750
h0211,1.598
h0212,1.102
h0213,1.000
h0214,0.846
h0215,0.622
h0301,0.919
h0302,1.000
h0303,0.941
h0304,1.528
h0305,1.080
h0306,0.600
h0307,1.087
h0308,1.211
h0309,2.000
h0310,1.165
h0311,1.442
h0312,1.031
h0313,1.300
h0314,0.600
h0315,0.600
h0401,0.754
h0402,1.666
h0403,0.829
h0404,1.051
h0405,1.396
h0406,1.221
h0407,1.206
h0408,1.400
h0409,1.950
h0410,1.311
h0411,1.124
h0412,1.300
h0413,1.300
h0414,1.313
h0415,0.833
h0501,1.429
h0502,1.297
h0503,1.525
h0504,1.287
h0505,1.504
h0506,1.300
h0507,0.969
h0508,1.053
h0509,1.301
h0510,1.414
h0511,1.414
h0512,1.287
h0513,0.871
h0514,1.266
h0515,1.601
h0601,1.398
h0602,1.231
h0603,1.167
h0604,1.289
h0605,1.041
h0606,1.283
h0607,1.165
h0608,0.600
h0609,1.000
h0610,0.600
h0611,0.600
h0612,1.215
h0613,1.119
h0614,1.345
h0615,0.950
h0701,0.878
h0702,1.353
h0703,1.042
h0704,1.223
h0705,1.021
h0706,1.721
h0707,0.918
h0708,1.075
h0709,1.728
h0710,1.507
h0711,1.066
h0712,0.688
h0713,0.782
h0714,1.466
h0715,1.307
h0801,1.519
h0802,1.083
h0803,0.600
h0804,0.854
h0805,1.377
h0806,1.597
h0807,1.501
h0808,2.000
h0809,1.676
h0810,1.707
h0811,0.887
h0812,1.499
h0813,1.259
h0814,1.301
h0815,0.994
h0901,1.074
h0902,1.381
h0903,1.173
h0904,0.996
h0905,1.494
h0906,1.333
h0907,1.000
h0908,1.400
h0909,1.300
h0910,1.566
h0911,1.413
h0912,1.478
h0913,1.571
h0914,0.623
h0915,1.109
h1001,0.899
h1002,1.300
h1003,1.394
h1004,1.131
h1005,1.118
h1006,1.000
h1007,0.632
h1008,0.829
h1009,0.600
h1010,1.215
h1011,1.300
h1012,0.600
h1013,1.132
h1014,1.307
h1015,0.890
h1101,0.973
h1102,1.682
h1103,1.350
h1104,1.725
h1105,1.118
h1106,1.232
h1107,1.084
h1108,1.000
h1109,0.600
h1110,1.000
h1111,1.677
h1112,0.730
h1113,0.671
h1114,0.873
h1115,0.794
h1201,1.507
h1202,1.563
h1203,1.007
h1204,1.762
h1205,1.504
h1206,1.254
h1207,1.300
h1208,1.000
h1209,0.600
h1210,1.030
h1211,1.223
h1212,0.956
h1213,0.933
h1214,0.600
h1215,0.600
h1301,1.689
h1302,1.122
h1303,0.600
h1304,1.389
h1305,1.437
h1306,1.226
h1307,0.802
h1308,1.222
h1309,0.923
h1310,0.600
h1311,1.194
h1312,0.800
h1313,0.625
h1314,0.600
h1315,0.600
h1401,1.708
h1402,1.041
h1403,0.674
h1404,1.616
h1405,1.169
h1406,1.987
h1407,1.491
h1408,1.089
h1409,1.183
h1410,1.408
h1411,1.326
h1412,1.623
h1413,0.819
h1414,0.693
h1415,1.165
h1501,1.447
h1502,0.854
h1503,1.401
h1504,1.824
h1505,1.742
h1506,1.159
h1507,1.319
h1508,0.993
h1509,1.348
h1510,1.256
h1511,1.285
h1512,0.748
h1513,1.037
h1514,0.600
h1515,0.600
