0.600000,0.600000,0.600000,0.600000,0.600000,1.178580,0.956084,0.600000,0.600000,0.600000,1.587213,1.143690,0.600000,0.819808,0.600000
0.600000,0.600000,0.632237,0.772790,1.466361,1.513138,0.600000,0.942447,1.349686,1.132737,1.551801,2.000000,1.457513,1.621484,0.897220
0.600000,0.600000,0.689862,1.054267,1.627735,1.072285,0.600000,0.600000,1.102604,2.000000,2.000000,2.000000,2.000000,2.000000,1.324331
0.600000,0.600000,1.007373,1.794617,2.000000,2.000000,1.029141,1.146291,1.182991,1.306285,1.965504,2.000000,2.000000,1.707852,2.000000
0.600000,1.425027,0.900630,1.467429,1.694852,1.053446,1.151628,0.600000,0.849382,1.265391,2.000000,1.717910,1.937662,1.731573,1.626741
1.069612,1.725895,1.300000,1.919360,1.210793,2.000000,1.035413,0.744685,1.529189,1.456054,1.139684,2.000000,1.800000,1.577325,1.023696
1.678883,1.403267,0.600000,1.013489,0.600000,1.004567,2.000000,1.733443,2.000000,1.966734,1.890393,1.586451,0.967270,0.719740,0.600000
1.461571,1.983169,1.330638,1.283534,1.000000,1.631490,2.000000,2.000000,2.000000,1.536385,2.000000,2.000000,1.183735,1.657848,1.022097
0.600000,1.500283,1.566829,1.191504,0.600000,1.400000,1.400000,1.803303,1.400000,1.225074,1.333576,1.604584,2.000000,1.094410,0.953589
0.600000,1.542134,2.000000,1.400000,1.400000,1.514672,0.791909,0.835161,0.600000,1.400000,2.000000,1.721216,1.118979,1.300000,0.604485
0.600000,1.107264,1.926481,2.000000,2.000000,1.192514,0.600000,1.070724,1.000000,1.300000,1.858430,1.642536,2.000000,1.400000,0.775148
1.404512,1.562687,2.000000,2.000000,2.000000,1.300000,0.971306,0.792673,0.600000,1.300000,1.787243,2.000000,2.000000,2.000000,1.329904
1.152940,2.000000,1.645831,2.000000,1.989241,0.999452,0.940724,1.760604,1.187333,1.500124,1.782627,2.000000,2.000000,1.400000,0.600000
0.894660,1.620851,1.346824,1.338824,1.591258,0.860969,1.804838,1.532781,1.031478,1.300000,2.000000,1.400000,1.655860,0.891352,0.600000
0.600000,1.046602,0.677378,1.452556,0.876773,1.404004,1.564584,0.600000,0.600000,0.600000,1.518881,0.600000,1.540368,1.135122,0.600000
