name,value_mm
h0101,0.719
h0102,0.611
h0103,1.278
h0104,1.580
h0105,1.423
h0106,0.971
h0107,1.443
h0108,1.488
h0109,0.974
h0110,1.078
h0111,1.423
h0112,1.321
h0113,0.810
h0114,0.862
h0115,0.600
h0201,0.600
h0202,0.632
h0203,0.699
h0204,1.177
h0205,1.407
h0206,0.600
h0207,1.225
h0208,1.634
h0209,0.975
h0210,0.963
h0211,1.635
h0212,1.109
h0213,0.600
h0214,1.114
h0215,0.926
h0301,0.958
h0302,0.664
h0303,0.844
h0304,1.722
h0305,0.725
h0306,1.245
h0307,1.279
h0308,1.434
h0309,1.874
h0310,1.732
h0311,1.780
h0312,1.168
h0313,1.527
h0314,0.868
h0315,0.753
h0401,0.905
h0402,1.135
h0403,1.020
h0404,1.377
h0405,1.000
h0406,0.600
h0407,0.918
h0408,0.928
h0409,1.792
h0410,1.227
h0411,1.707
h0412,1.657
h0413,2.000
h0414,1.267
h0415,0.705
h0501,1.158
h0502,1.182
h0503,1.272
h0504,1.280
h0505,1.334
h0506,1.240
h0507,0.695
h0508,1.078
h0509,1.082
h0510,1.367
h0511,1.538
h0512,1.402
h0513,1.158
h0514,1.051
h0515,1.225
h0601,1.362
h0602,1.276
h0603,0.644
h0604,1.166
h0605,0.803
h0606,1.112
h0607,0.849
h0608,0.772
h0609,0.600
h0610,0.698
h0611,0.834
h0612,1.423
h0613,1.475
h0614,1.614
h0615,0.735
h0701,1.189
h0702,1.294
h0703,1.000
h0704,1.300
h0705,0.799
h0706,1.379
h0707,0.600
h0708,1.300
h0709,1.531
h0710,1.237
h0711,1.257
h0712,0.734
h0713,0.621
h0714,1.092
h0715,0.718
h0801,1.671
h0802,1.376
h0803,1.015
h0804,0.940
h0805,1.195
h0806,1.416
h0807,1.372
h0808,2.000
h0809,1.372
h0810,1.462
h0811,0.828
h0812,1.191
h0813,1.274
h0814,1.302
h0815,0.941
h0901,1.181
h0902,1.415
h0903,1.085
h0904,1.324
h0905,1.099
h0906,0.646
h0907,1.439
h0908,1.400
h0909,1.521
h0910,1.235
h0911,1.003
h0912,1.104
h0913,1.143
h0914,1.166
h0915,1.274
h1001,1.183
h1002,0.600
h1003,1.335
h1004,1.209
h1005,1.121
h1006,1.250
h1007,0.600
h1008,0.894
h1009,0.600
h1010,1.180
h1011,0.600
h1012,0.926
h1013,0.999
h1014,1.385
h1015,0.600
h1101,1.314
h1102,1.265
h1103,1.614
h1104,1.650
h1105,1.421
h1106,1.157
h1107,1.300
h1108,1.484
h1109,0.600
h1110,0.809
h1111,1.477
h1112,1.197
h1113,1.048
h1114,1.258
h1115,0.745
h1201,1.121
h1202,1.549
h1203,1.150
h1204,1.579
h1205,1.645
h1206,1.269
h1207,1.884
h1208,1.337
h1209,0.793
h1210,0.976
h1211,1.139
h1212,1.491
h1213,1.400
h1214,0.600
h1215,0.600
h1301,1.460
h1302,1.407
h1303,0.726
h1304,1.363
h1305,1.149
h1306,1.170
h1307,1.005
h1308,1.698
h1309,0.985
h1310,0.907
h1311,1.378
h1312,1.307
h1313,1.069
h1314,0.671
h1315,0.600
h1401,1.215
h1402,1.070
h1403,1.095
h1404,1.508
h1405,1.126
h1406,1.810
h1407,1.258
h1408,1.120
h1409,0.985
h1410,1.227
h1411,1.279
h1412,1.607
h1413,1.042
h1414,1.050
h1415,1.120
h1501,0.600
h1502,0.600
h1503,1.547
h1504,1.315
h1505,1.480
h1506,1.320
h1507,1.521
h1508,1.080
h1509,0.991
h1510,0.771
h1511,0.919
h1512,0.839
h1513,1.495
h1514,0.872
h1515,0.600
