name,value_mm
h0101,0.828
h0102,1.000
h0103,1.186
h0104,1.088
h0105,1.669
h0106,1.094
h0107,0.977
h0108,1.121
h0109,0.975
h0110,1.521
h0111,1.361
h0112,1.506
h0113,1.121
h0114,0.600
h0115,0.600
h0201,0.771
h0202,0.978
h0203,0.968
h0204,1.277
h0205,1.763
h0206,1.049
h0207,0.612
h0208,0.899
h0209,0.864
h0210,0.824
h0211,0.953
h0212,1.238
h0213,1.110
h0214,1.288
h0215,0.809
h0301,0.600
h0302,1.002
h0303,1.021
h0304,1.756
h0305,1.290
h0306,1.182
h0307,1.293
h0308,1.140
h0309,1.514
h0310,0.984
h0311,1.151
h0312,0.624
h0313,0.695
h0314,0.600
h0315,0.600
h0401,0.600
h0402,1.212
h0403,1.028
h0404,1.304
h0405,1.453
h0406,1.283
h0407,0.868
h0408,0.600
h0409,0.877
h0410,1.125
h0411,1.088
h0412,1.597
h0413,0.912
h0414,0.756
h0415,0.856
h0501,0.706
h0502,1.071
h0503,1.178
h0504,1.699
h0505,1.352
h0506,2.000
h0507,1.206
h0508,0.600
h0509,1.290
h0510,1.299
h0511,1.435
h0512,1.634
h0513,1.740
h0514,1.090
h0515,1.254
h0601,1.438
h0602,1.113
h0603,1.077
h0604,1.361
h0605,1.115
h0606,1.333
h0607,1.300
h0608,0.600
h0609,0.808
h0610,1.152
h0611,0.718
h0612,1.497
h0613,1.161
h0614,1.166
h0615,1.412
h0701,0.816
h0702,0.746
h0703,0.614
h0704,0.737
h0705,1.282
h0706,1.573
h0707,1.865
h0708,1.080
h0709,1.300
h0710,1.230
h0711,1.313
h0712,0.927
h0713,0.820
h0714,1.060
h0715,1.147
h0801,1.558
h0802,0.659
h0803,1.054
h0804,0.898
h0805,1.615
h0806,1.218
h0807,1.374
h0808,2.000
h0809,1.807
h0810,1.928
h0811,1.573
h0812,1.463
h0813,1.022
h0814,0.851
h0815,1.405
h0901,1.022
h0902,1.390
h0903,1.167
h0904,0.707
h0905,1.647
h0906,1.190
h0907,1.300
h0908,1.293
h0909,1.240
h0910,1.110
h0911,1.621
h0912,1.063
h0913,1.315
h0914,0.735
h0915,1.380
h1001,1.358
h1002,1.249
h1003,0.781
h1004,1.402
h1005,1.212
h1006,1.526
h1007,0.955
h1008,0.600
h1009,0.600
h1010,0.825
h1011,0.672
h1012,0.854
h1013,0.600
h1014,0.819
h1015,0.600
h1101,1.263
h1102,1.483
h1103,1.502
h1104,1.513
h1105,1.863
h1106,1.519
h1107,1.139
h1108,0.877
h1109,0.600
h1110,1.204
h1111,1.185
h1112,1.296
h1113,0.988
h1114,0.623
h1115,0.785
h1201,1.464
h1202,0.998
h1203,1.589
h1204,2.000
h1205,1.498
h1206,1.624
h1207,1.230
h1208,1.467
h1209,0.963
h1210,0.953
h1211,1.375
h1212,0.600
h1213,1.006
h1214,1.070
h1215,0.600
h1301,1.150
h1302,1.885
h1303,1.166
h1304,1.594
h1305,1.380
h1306,1.072
h1307,1.398
h1308,1.580
h1309,1.047
h1310,1.009
h1311,1.058
h1312,0.859
h1313,0.727
h1314,0.600
h1315,0.600
h1401,0.948
h1402,1.307
h1403,0.600
h1404,0.953
h1405,1.210
h1406,1.147
h1407,1.161
h1408,0.663
h1409,1.613
h1410,1.191
h1411,1.123
h1412,1.325
h1413,1.566
h1414,0.784
h1415,1.459
h1501,1.191
h1502,0.600
h1503,1.258
h1504,1.451
h1505,1.456
h1506,1.560
h1507,1.413
h1508,1.306
h1509,1.486
h1510,1.344
h1511,1.526
h1512,1.176
h1513,1.781
h1514,1.000
h1515,0.600
