mode,alpha
8,-0.36933085322380066
9,-0.14364849030971527
10,0.23843541741371155
11,0.13337284326553345
12,-0.002382013713940978
13,0.3047417998313904
14,0.16130594909191132
15,-0.06961145251989365
16,-0.3964119553565979
17,-0.12388520687818527
18,0.24408967792987823
19,0.009230400435626507
20,0.23348601162433624
21,0.16071763634681702
22,0.2105829268693924
23,-0.06960690766572952
24,-0.008285586722195148
25,0.052356868982315063
26,0.1456010788679123
27,0.055317360907793045
28,0.09911167621612549
29,-0.029256431385874748
30,-0.035042654722929
31,-0.10925251245498657
32,-0.13108386099338531
33,0.13059499859809875
34,-0.10078467428684235
35,0.10632751137018204
36,0.1449197381734848
37,0.06055029109120369
38,-0.14137549698352814
39,-0.061841562390327454
40,0.07849693298339844
41,0.05295950546860695
42,-0.0380190908908844
43,0.13081909716129303
44,-0.16880175471305847
45,0.02872849442064762
46,0.05449627712368965
47,-0.03166039660573006
48,0.13875232636928558
49,-0.0030741069931536913
50,-0.06620776653289795
51,-0.042003657668828964
52,-0.008222407661378384
53,-0.02957187220454216
54,-0.057899221777915955
55,-0.04244412109255791
56,-0.05099503695964813
57,-0.1432885378599167
58,-0.05711523815989494
59,-0.07821924984455109
60,-0.054423749446868896
