mode,alpha
8,0.18986749649047852
9,0.30490705370903015
10,0.2848140001296997
11,0.17574988305568695
12,-0.28498372435569763
13,0.022848859429359436
14,-0.10246701538562775
15,0.07856176793575287
16,-0.21578991413116455
17,0.0658954530954361
18,-0.07198236882686615
19,-0.13758496940135956
20,0.03512238338589668
21,0.2303442507982254
22,0.09172540158033371
23,0.10339055210351944
24,-0.012568362057209015
25,-0.027878688648343086
26,0.20401540398597717
27,0.11210659146308899
28,0.18807494640350342
29,0.09649220108985901
30,-0.0708950012922287
31,-0.011488858610391617
32,0.12696830928325653
33,0.016739865764975548
34,0.004358258564025164
35,0.041321538388729095
36,0.3382319211959839
37,0.09903693199157715
38,-0.14234620332717896
39,0.027017148211598396
40,0.09596434980630875
41,0.06076425686478615
42,-0.0306295957416296
43,0.00647407490760088
44,-0.07197172194719315
45,-0.15560254454612732
46,-0.1953083872795105
47,0.1381898671388626
48,0.11231628805398941
49,0.003704192815348506
50,-0.12579838931560516
51,-0.0028826051857322454
52,0.07941623032093048
53,0.10886842757463455
54,0.05555601418018341
55,-0.043976522982120514
56,0.06192072853446007
57,-0.03341533616185188
58,-0.10514415800571442
59,0.2351943999528885
60,-0.1427467316389084
