1.800,0.992,1.400,2.000,1.131,0.826,1.143,1.268,1.171,1.300,1.171,1.000,1.800,1.102,0.991
0.936,1.254,1.204,1.938,1.313,1.004,0.900,0.976,1.255,0.600,1.400,0.600,1.006,1.251,1.000
0.774,1.072,1.421,1.239,1.293,1.359,1.300,1.800,1.146,1.300,1.000,1.004,0.909,1.385,1.021
1.266,1.400,1.080,0.884,0.810,0.902,1.300,0.864,0.900,0.800,1.018,1.000,1.000,1.218,1.300
0.900,0.963,1.851,0.916,0.817,0.953,1.309,1.268,1.300,1.800,0.860,1.300,1.000,1.085,1.000
0.800,1.800,1.000,1.000,1.800,1.674,1.300,1.000,0.900,1.157,1.300,1.300,0.800,1.300,2.000
1.300,0.900,1.400,0.704,0.815,1.232,0.600,1.446,1.400,1.483,1.380,0.788,0.758,0.865,1.000
0.900,1.000,1.981,0.981,1.281,1.000,1.000,2.000,1.337,1.331,0.900,0.950,1.000,0.694,1.300
0.900,0.779,1.432,0.672,1.297,1.249,0.900,1.435,1.065,1.505,1.073,1.581,0.836,1.461,2.000
1.038,1.300,1.000,1.000,1.512,1.000,1.000,1.300,1.593,1.300,1.533,1.038,0.639,0.855,1.300
1.284,1.294,0.986,1.167,1.400,1.854,1.099,1.059,1.370,0.946,1.670,1.300,0.804,0.916,1.224
1.300,1.360,1.317,1.400,1.161,0.854,1.134,0.825,0.800,1.008,1.135,0.989,0.895,0.800,0.900
1.300,1.000,1.076,1.074,1.000,1.300,0.753,0.825,0.615,1.350,1.800,0.831,1.400,1.086,0.600
1.340,1.400,1.217,1.400,0.758,0.986,1.291,1.825,1.202,1.000,1.347,1.000,0.900,0.683,1.300
1.128,1.255,1.400,0.992,0.915,1.300,0.925,1.300,1.135,0.600,0.900,1.300,0.929,1.300,2.000
