mode,alpha
8,0.04987085983157158
9,0.2637760639190674
10,0.19419850409030914
11,0.33459874987602234
12,-0.036632031202316284
13,0.1552894562482834
14,-0.1479608565568924
15,-0.061977870762348175
16,-0.14927774667739868
17,-0.08052729815244675
18,-0.011878049932420254
19,-0.123456209897995
20,0.04711853712797165
21,0.09044889360666275
22,0.06411536782979965
23,0.016158442944288254
24,0.14114107191562653
25,-0.03960805758833885
26,0.17561572790145874
27,-0.034942153841257095
28,0.006281297653913498
29,0.06966539472341537
30,-0.08168186247348785
31,-0.15252342820167542
32,0.13036717474460602
33,0.10748916864395142
34,0.007056260481476784
35,-0.04187007248401642
36,0.1541830599308014
37,-0.105819933116436
38,-0.133348286151886
39,0.07281345874071121
40,-0.045733001083135605
41,-0.1299084573984146
42,0.14779305458068848
43,-0.19206419587135315
44,-0.3037619888782501
45,-0.06219582259654999
46,0.18570874631404877
47,0.17941981554031372
48,0.19693787395954132
49,0.08110479265451431
50,0.26815637946128845
51,-0.04824167862534523
52,0.07652543485164642
53,0.20642150938510895
54,0.007319637108594179
55,0.07382924109697342
56,0.0020066574215888977
57,0.007368606980890036
58,-0.060898616909980774
59,0.2118845283985138
60,-0.16916728019714355
