1.998015,1.999447,1.999305,1.999134,1.998495,1.993351,1.998746,1.991161,1.988419,1.991536,1.973325,1.984377,1.994611,1.745640,1.400000
1.891413,1.979283,1.986859,1.687686,1.999625,1.999295,1.996845,1.988208,1.985667,1.990248,1.993196,1.994525,1.787635,1.220971,0.992128
1.987892,1.829979,1.954119,1.998237,1.999672,1.999376,1.997024,1.990185,1.800000,1.997306,1.997967,1.993211,1.989018,1.999075,1.455722
1.997841,1.611694,1.959515,1.999665,1.999663,1.999156,1.986720,0.993568,0.951258,1.887974,1.983724,1.986700,1.989551,1.999350,1.807246
1.999447,1.473711,1.984432,1.999609,1.999656,1.999675,1.949573,1.442738,1.591469,1.980678,1.984407,1.079957,1.035032,1.994153,1.980466
1.999511,1.546909,1.990312,1.999582,1.999646,1.999692,1.999684,1.670924,1.400000,1.985920,0.986686,0.609344,0.851072,1.848389,1.998700
1.999610,1.644873,1.991352,1.995642,1.970431,1.999677,1.949113,1.400000,0.727331,1.516363,0.991443,1.019035,0.991924,1.991690,1.999353
1.999588,1.641588,1.994131,1.797641,1.943852,1.946099,1.829063,2.000000,1.300000,1.807728,1.960345,1.999307,1.977727,1.992307,1.998532
1.999414,1.531444,1.989940,1.801410,1.954761,1.999658,1.999650,1.400000,1.300000,1.735729,1.934405,1.998672,1.952790,1.991904,1.991635
1.891521,1.158456,1.986588,1.996736,1.980440,1.999671,1.999701,1.735838,1.800000,1.993937,1.067323,1.648764,1.623533,1.993130,1.995176
1.998996,1.026211,1.982403,1.999639,1.999639,1.999636,1.989307,1.734406,1.703996,1.985183,1.991155,1.001045,1.940905,1.991719,1.983181
1.997870,1.013187,1.979918,1.999624,1.999494,1.999339,1.992830,1.394000,1.800000,1.983256,1.993096,1.994901,1.991575,1.994612,1.627540
1.993650,1.774163,1.969669,1.998213,1.999451,1.999564,1.999184,1.972222,1.771042,1.997706,1.999208,1.996830,1.996066,1.997955,1.357636
1.783431,1.995404,1.994446,1.993161,1.998978,1.999576,1.998853,1.995344,1.995553,1.994476,1.996023,1.996284,1.524122,1.940691,1.029265
1.999548,1.999240,1.998565,1.998658,1.998474,1.998653,1.999282,1.998723,1.998072,1.962248,1.973921,1.980169,1.978296,1.995920,1.871860
