id,type,x_mm,y_mm,length_mm,width_mm,angle_deg,depth_or_height_mm
1,rib,-27.949346405228795,-0.5718954248366023,37.58821178030265,2.2380376254578116,90.06408748561796,1.0
2,rib,19.41176470588235,-25.000000000000004,8.0,2.0,0.0,1.0
3,rib,34.558823529411775,-20.735294117647054,8.0,3.420723210410727,-144.46232220802568,1.0
4,rib,14.705882352941178,23.8235294117647,8.0,2.000000000000007,180.0,1.0
