frequency_hz,x,y,real_uz,imag_uz
200.0,-0.00382671281566,-0.00202612167119,0,0
200.0,-0.005,-0.005,3.1623472193e-14,0
200.0,-0.00197892066871,-0.00385133392306,0,0
200.0,-0.005,-0.00190753787223,1.61062500428e-14,0
200.0,-0.00433,0,0,0
200.0,-0.00190753787223,-0.005,1.6953928985e-14,0
200.0,0,-0.00433,0,0
200.0,-0.005,0.00190775150599,1.46426993052e-14,0
200.0,-0.00385133392306,0.00197892066871,0,0
200.0,0.00190775150599,-0.005,1.63690474439e-14,0
200.0,0.00202612167119,-0.00382671281566,0,0
200.0,-0.00202612167119,0.00382671281566,0,0
200.0,-0.005,0.005,2.03419230544e-14,0
200.0,-0.0019094272225,0.005,1.45441988384e-14,0
200.0,0,0.00433,0,0
200.0,0.00147766755988,0.00407006125046,0,0
200.0,8.32667268469e-19,0.005,1.18056041222e-14,0
200.0,0.00433,0,0,0
200.0,0.005,1.38777878078e-18,1.23409767861e-14,0
200.0,0.00407006125046,0.00147766755988,0,0
200.0,0.005,-0.005,2.95249264968e-14,0
200.0,0.00385133392306,-0.00197892066871,0,0
200.0,0.005,-0.0019094272225,1.61614913755e-14,0
200.0,0.00306177236254,0.00306177236254,0,0
200.0,0.0019094272225,0.005,1.68815432038e-14,0
200.0,0.005,0.0019094272225,1.73720258594e-14,0
200.0,-0.000885,-0.0015328649647,1.27150640264e-12,0
200.0,-0.0015328649647,-0.000885,1.27162878162e-12,0
200.0,-0.00186450691264,-0.00187567167242,8.43016383623e-13,0
200.0,-0.00177,0,1.27132052327e-12,0
200.0,-0.00268433516245,-0.000738983120158,7.59098821836e-13,0
200.0,0,-0.00177,1.27146804844e-12,0
200.0,-0.000718432264205,-0.00269192408424,7.57392675135e-13,0
200.0,-0.0015328649647,0.000885,1.26981607096e-12,0
200.0,-0.00265321485144,0.000647311733689,7.89881460831e-13,0
200.0,-0.000885,0.0015328649647,1.26818859341e-12,0
200.0,-0.00194719253591,0.00178443766524,8.43942693757e-13,0
200.0,0,0.00177,1.26408248761e-12,0
200.0,-0.000802720381054,0.00273415977115,7.17492804567e-13,0
200.0,0.000885,-0.0015328649647,1.27015690771e-12,0
200.0,0.00075154031863,-0.00270385456952,7.45282821114e-13,0
200.0,0.00177,0,1.26242226494e-12,0
200.0,0.0015328649647,-0.000885,1.268004523e-12,0
200.0,0.00271471102228,-0.000564731152102,7.60906457519e-13,0
200.0,0.00192394637685,-0.00189207206672,8.10087594103e-13,0
200.0,0.00231817117671,0.00040530921667,9.87900400771e-13,0
200.0,0.0015328649647,0.000885,1.2606886599e-12,0
200.0,0.000885,0.0015328649647,1.26139371268e-12,0
200.0,0.000427053001345,0.00287092483521,6.82182665293e-13,0
200.0,0.00187618296239,0.00184774001435,8.33331799256e-13,0
200.0,0.00312733402203,0.000607809752493,5.19193914326e-13,0
