name,value_mm
h0101,1.997
h0102,2.000
h0103,2.000
h0104,2.000
h0105,1.999
h0106,1.985
h0107,1.996
h0108,1.994
h0109,1.998
h0110,1.999
h0111,1.995
h0112,1.997
h0113,1.999
h0114,1.400
h0115,0.847
h0201,1.979
h0202,1.997
h0203,1.998
h0204,1.957
h0205,2.000
h0206,2.000
h0207,1.998
h0208,1.900
h0209,1.793
h0210,1.931
h0211,1.995
h0212,1.999
h0213,1.922
h0214,1.716
h0215,1.706
h0301,1.998
h0302,1.971
h0303,1.994
h0304,2.000
h0305,2.000
h0306,2.000
h0307,1.999
h0308,1.997
h0309,1.708
h0310,1.999
h0311,1.999
h0312,1.998
h0313,1.958
h0314,2.000
h0315,1.872
h0401,2.000
h0402,1.918
h0403,1.994
h0404,2.000
h0405,2.000
h0406,2.000
h0407,1.981
h0408,1.495
h0409,0.710
h0410,1.171
h0411,1.769
h0412,1.800
h0413,1.927
h0414,2.000
h0415,1.829
h0501,2.000
h0502,1.868
h0503,1.997
h0504,2.000
h0505,2.000
h0506,2.000
h0507,1.994
h0508,1.400
h0509,0.827
h0510,1.574
h0511,1.712
h0512,1.386
h0513,1.130
h0514,1.999
h0515,1.974
h0601,2.000
h0602,1.884
h0603,1.999
h0604,2.000
h0605,2.000
h0606,2.000
h0607,2.000
h0608,1.400
h0609,0.754
h0610,1.700
h0611,0.766
h0612,1.300
h0613,0.764
h0614,1.496
h0615,1.993
h0701,2.000
h0702,1.920
h0703,1.999
h0704,1.999
h0705,1.993
h0706,2.000
h0707,1.992
h0708,1.400
h0709,0.620
h0710,1.615
h0711,1.400
h0712,1.699
h0713,1.238
h0714,1.906
h0715,1.992
h0801,1.999
h0802,1.916
h0803,1.999
h0804,1.972
h0805,1.986
h0806,1.988
h0807,1.143
h0808,2.000
h0809,1.182
h0810,1.971
h0811,1.745
h0812,2.000
h0813,1.772
h0814,1.866
h0815,1.997
h0901,1.996
h0902,1.840
h0903,1.999
h0904,1.975
h0905,1.991
h0906,2.000
h0907,1.400
h0908,1.400
h0909,1.865
h0910,1.919
h0911,1.419
h0912,1.400
h0913,1.502
h0914,1.856
h0915,1.998
h1001,1.960
h1002,1.378
h1003,1.998
h1004,1.999
h1005,1.997
h1006,2.000
h1007,1.400
h1008,0.970
h1009,1.948
h1010,1.975
h1011,0.985
h1012,0.979
h1013,0.883
h1014,1.879
h1015,1.999
h1101,2.000
h1102,1.225
h1103,1.867
h1104,1.994
h1105,2.000
h1106,2.000
h1107,1.995
h1108,1.396
h1109,1.801
h1110,1.993
h1111,1.944
h1112,0.953
h1113,1.777
h1114,1.995
h1115,1.997
h1201,2.000
h1202,1.446
h1203,1.987
h1204,1.999
h1205,2.000
h1206,2.000
h1207,1.995
h1208,1.408
h1209,1.948
h1210,1.982
h1211,1.890
h1212,1.923
h1213,1.979
h1214,1.999
h1215,1.686
h1301,1.999
h1302,1.710
h1303,1.992
h1304,2.000
h1305,2.000
h1306,2.000
h1307,2.000
h1308,1.983
h1309,1.969
h1310,2.000
h1311,1.987
h1312,1.942
h1313,1.986
h1314,2.000
h1315,1.341
h1401,1.929
h1402,1.998
h1403,1.998
h1404,1.998
h1405,2.000
h1406,2.000
h1407,2.000
h1408,1.994
h1409,1.999
h1410,1.999
h1411,1.993
h1412,1.993
h1413,1.474
h1414,1.922
h1415,1.044
h1501,2.000
h1502,1.999
h1503,2.000
h1504,2.000
h1505,2.000
h1506,2.000
h1507,2.000
h1508,1.998
h1509,1.966
h1510,1.607
h1511,1.989
h1512,1.996
h1513,1.995
h1514,1.999
h1515,1.915
