-0.070000 0.070000 0.609427
-0.060000 0.070000 0.643919
-0.050000 0.070000 0.702232
-0.040000 0.070000 0.758176
-0.030000 0.070000 0.729692
-0.020000 0.070000 0.659221
-0.010000 0.070000 0.660238
0.000000 0.070000 3.917069
0.010000 0.070000 0.966484
0.020000 0.070000 1.163358
0.030000 0.070000 1.240678
0.040000 0.070000 1.216479
0.050000 0.070000 4.326533
0.060000 0.070000 4.341187
0.070000 0.070000 4.429756
-0.070000 0.060000 0.760913
-0.060000 0.060000 0.750244
-0.050000 0.060000 0.791257
-0.040000 0.060000 0.826430
-0.030000 0.060000 0.780773
-0.020000 0.060000 0.689837
-0.010000 0.060000 0.642915
0.000000 0.060000 0.730070
0.010000 0.060000 0.911573
0.020000 0.060000 1.062793
0.030000 0.060000 1.156996
0.040000 0.060000 4.334907
0.050000 0.060000 1.218633
0.060000 0.060000 1.264336
0.070000 0.060000 1.303741
-0.070000 0.050000 0.934219
-0.060000 0.050000 0.934903
-0.050000 0.050000 0.936953
-0.040000 0.050000 0.951360
-0.030000 0.050000 0.927981
-0.020000 0.050000 0.865932
-0.010000 0.050000 0.800224
0.000000 0.050000 0.790029
0.010000 0.050000 0.894796
0.020000 0.050000 1.009171
0.030000 0.050000 4.252348
0.040000 0.050000 1.173094
0.050000 0.050000 1.255308
0.060000 0.050000 1.365833
0.070000 0.050000 4.553666
-0.070000 0.040000 4.255790
-0.060000 0.040000 1.111679
-0.050000 0.040000 1.101252
-0.040000 0.040000 1.102026
-0.030000 0.040000 1.113252
-0.020000 0.040000 1.119329
-0.010000 0.040000 1.111839
0.000000 0.040000 1.045108
0.010000 0.040000 1.029336
0.020000 0.040000 1.056870
0.030000 0.040000 4.168254
0.040000 0.040000 1.159380
0.050000 0.040000 1.266514
0.060000 0.040000 1.412776
0.070000 0.040000 1.450899
-0.070000 0.030000 1.278897
-0.060000 0.030000 1.275308
-0.050000 0.030000 1.236099
-0.040000 0.030000 1.227567
-0.030000 0.030000 1.271801
-0.020000 0.030000 1.327608
-0.010000 0.030000 1.331077
0.000000 0.030000 1.265963
0.010000 0.030000 1.199541
0.020000 0.030000 1.141842
0.030000 0.030000 3.921463
0.040000 0.030000 4.275473
0.050000 0.030000 1.313562
0.060000 0.030000 1.438576
0.070000 0.030000 4.599054
-0.070000 0.020000 1.435136
-0.060000 0.020000 1.412198
-0.050000 0.020000 1.350523
-0.040000 0.020000 1.338461
-0.030000 0.020000 1.421609
-0.020000 0.020000 1.536862
-0.010000 0.020000 1.567597
0.000000 0.020000 1.575334
0.010000 0.020000 1.141723
0.020000 0.020000 4.069725
0.030000 0.020000 3.922947
0.040000 0.020000 1.241284
0.050000 0.020000 4.546455
0.060000 0.020000 1.447723
0.070000 0.020000 1.397576
-0.070000 0.010000 1.555865
-0.060000 0.010000 1.532969
-0.050000 0.010000 1.489137
-0.040000 0.010000 1.483827
-0.030000 0.010000 1.592254
-0.020000 0.010000 1.779034
-0.010000 0.010000 1.868740
0.000000 0.010000 -0.851686
0.010000 0.010000 1.049821
0.020000 0.010000 4.049048
0.030000 0.010000 1.306907
0.040000 0.010000 1.365884
0.050000 0.010000 4.421328
0.060000 0.010000 1.277167
0.070000 0.010000 1.196275
-0.070000 0.000000 1.628198
-0.060000 0.000000 1.639147
-0.050000 0.000000 1.661228
-0.040000 0.000000 1.694543
-0.030000 0.000000 1.730412
-0.020000 0.000000 1.787455
-0.010000 0.000000 1.842136
0.000000 0.000000 2.235420
0.010000 0.000000 1.798159
0.020000 0.000000 1.314386
0.030000 0.000000 4.307558
0.040000 0.000000 4.401738
0.050000 0.000000 0.929418
0.060000 0.000000 0.638558
0.070000 0.000000 0.874708
-0.070000 -0.010000 1.702432
-0.060000 -0.010000 1.754497
-0.050000 -0.010000 1.840982
-0.040000 -0.010000 1.894942
-0.030000 -0.010000 1.855636
-0.020000 -0.010000 1.845457
-0.010000 -0.010000 -1.269623
0.000000 -0.010000 2.148594
0.010000 -0.010000 1.959869
0.020000 -0.010000 1.611576
